term,Topic,Freq,Term
8908,1,0.5395362522312204,파업
6628,1,0.9239741988615089,의왕
365,1,0.9851413512354383,24일째
8241,1,0.9560090640863764,철도파업
8405,1,0.8885660718355424,최장기
6036,1,0.4589327902761775,열차
6143,1,0.998278394999055,오봉역
8652,1,0.7938795505108985,코레일
8240,1,0.7689498485889075,철도노조
6629,1,0.8065545763116938,의왕시
5930,1,0.31461364435391503,역대
1938,1,0.06990908997239483,기록
4749,1,0.24736113551198788,성과연봉제
1189,1,0.054119814927391076,경기
2430,1,0.01711445212034185,뉴스1
7302,1,0.9806636088442529,전국철도노동조합
3208,1,0.30072084850815567,맞은
94,1,0.39826253270200596,120
9590,1,0.49189944421785503,화물
7522,1,0.58955941183676,정차
6328,1,0.8540457108006655,운행률
9572,1,0.6697362499255632,홍기
6666,1,0.10469453753876111,이동
2281,1,0.4685888433795568,내륙
5727,1,0.4468941750099323,양대
5970,1,0.4769988193906076,연대
8364,1,0.6489098175521775,총파업
3699,1,0.12218344187611947,반대
2434,1,0.010812460559022442,뉴시스
1214,1,0.3479329196262938,경신
381,1,0.15814015337115617,27일
337,1,0.009840275901642019,20일
2657,1,0.9213338552904726,대체인력
9529,1,0.284921745750735,형식
6752,1,0.5572238053929852,이재명
1393,1,0.1872406913211722,공공
6327,1,0.20006104523871526,운행
7915,1,0.0914078642142235,지난달
304,1,0.004434200305143305,2016
4366,1,0.21537646690717896,사상
3420,1,0.2548396191709212,무기
6017,1,0.011909249054047144,연합뉴스
300,1,0.08173374300670912,2013년
6153,1,0.015171650297399364,오전
8203,1,0.08031140747975822,채용
2357,1,0.7377933706356411,노조원
5242,1,0.02405199740492379,시작
1985,1,0.005748002872894417,기자
4013,1,0.07852919536459375,복귀
2356,1,0.10872773328413284,노조
4654,2,0.7882864315594744,서인영
5939,2,0.3474128178539172,역삼동
3050,2,0.24833591704295957,론칭
2999,2,0.2788677484814288,라움
3555,2,0.2047995552437304,미샤
817,2,0.0782333741500585,가수
6775,2,0.17287149236468355,이탈
3111,2,0.06013304907255201,마이데일리
8161,2,0.021736758385599932,참석
929,2,0.06117900237638938,강남구
5211,2,0.09794723875174893,시리즈
4627,2,0.006970354907222263,서울
4236,2,0.03133704695565377,브랜드
2092,2,0.37576433433712775,김진솔
4943,2,0.17600395352906956,손예진
9416,2,0.024501927165636476,행사
3564,2,0.3393483472392866,미스코리아
1955,2,0.02889294154943338,기사
945,2,0.42543847690856673,강소영
5740,2,0.5456788294506911,양윤영
6170,2,0.010436011358093729,오후
3690,2,0.3535042929724763,박희
1985,2,0.005327755212123133,기자
1921,2,0.04918799839135675,기념
3284,2,0.10856692571621308,메이크업
337,2,0.004986757198545538,20일
3551,2,0.14315516908328604,미모
9605,2,0.06613249036723953,화장품
5504,2,0.09228478538585082,아름다운
2427,2,0.05099031172493012,뉴미디어
9034,2,0.02120757223753625,포즈
8537,2,0.021891576013704,취하고
3965,2,0.04329939662812173,보도자료
5125,2,0.021746464079773053,스타
3829,2,0.010687394182529782,배우
8478,2,0.020629772765030162,출시
5390,2,0.035840539410817794,실시간
1604,2,0.025939932560391923,구매
9040,2,0.08275117385766231,포토
8048,2,0.007200300582494153,진행
7204,2,0.0038561739727958747,재배포
1890,2,0.0038236088254568067,금지
304,2,0.0017392716600835745,2016
3424,2,0.0036723520536417276,무단
9456,2,0.0233753142007967,헤럴드
7575,2,0.007484461778156665,제보
4418,2,0.0035635053973493177,사진
4690,2,0.011876344781297772,선보
7249,2,0.005127104936273229,저작권자
2429,2,0.00714776007072173,뉴스
4602,3,0.7769187388008836,샤이니
7400,3,0.701270320764081,전현무
2089,3,0.6466389485647945,김지민
6654,3,0.8787447107335226,이국주
9393,3,0.875637132235241,해피투게더3
9040,3,0.19724643679680162,포토
2713,3,0.1928120610216494,데이트
6029,3,0.6017676298230039,열애설
4746,3,0.20793125843905774,성공적
807,3,0.22446047124987947,가방
5876,3,0.07238649224830566,엔터테인먼트
3786,3,0.019039801067917268,방송
4418,3,0.007291590700672331,사진
5459,3,0.6017539899826574,써니
8481,3,0.02046010679231374,출연
8881,3,0.18220696481805743,특집
3594,3,0.6794268129067663,민호
986,3,0.15130062049700493,개그우먼
6336,3,0.037193500225799134,웃음
3857,3,0.5122478856820918,백팩
2990,3,0.012135783989287914,라고
2370,3,0.07192137760671972,녹화
6658,3,0.006693860501055094,이날
89,3,0.03739741933799008,11시
60,3,0.08185111120433369,10분
3647,3,0.1529796170653249,박명수
4349,3,0.007859921522961253,사람
6122,3,0.012596623301972067,오늘
337,3,0.001973679795766162,20일
6505,3,0.2758086084088189,유재석
9562,3,0.04551026893771637,혼자
2150,3,0.4013721057633455,끝장
9060,3,0.07742374055252195,폭탄
965,3,0.25950320191031845,강탈
4986,3,0.020881147552541533,수도
9704,3,0.049671178874265684,후문
1387,3,0.005212894197034812,공개
850,3,0.1250615053543701,가짜
7217,3,0.13279429241249135,재치
