topic,x,y,topics,cluster,Freq
138,-2.4992857,2.002246,46,1,1.194379236386788
80,3.185824,-4.149769,47,1,1.19011400945231
25,2.9371204,2.1552434,48,1,1.185837048677085
54,-1.3403159,-0.8955122,49,1,1.185837048677085
87,-1.4243503,1.9922539,50,1,1.181548256683914
42,-0.7901589,1.4322107,51,1,1.1729347827366134
114,-1.9836973,3.2708442,52,1,1.1729347827366134
94,2.6677246,0.7372796,53,1,1.1599233239376057
151,-0.64430845,0.94696003,54,1,1.1599233239376057
15,-0.16875295,3.422627,55,1,1.1555614219768426
126,-1.570176,-3.7899456,56,1,1.1467998521204632
193,4.47906,0.5722377,57,1,1.1335614235987121
119,2.7824037,-3.6527762,58,1,1.1157260294121827
100,3.1254165,0.33866885,59,1,1.1112335021588726
198,-1.8647503,2.736173,60,1,1.1112335021588726
175,2.3023276,3.7642298,61,1,1.106727257169317
22,-3.666678,-2.2694216,62,1,1.097673106298372
82,-1.7148564,1.2377356,63,1,1.097673106298372
120,2.8155954,-0.74804676,64,1,1.0885625416350337
174,-0.48078233,1.3876404,65,1,1.0885625416350337
180,1.2130598,1.3608117,66,1,1.0839857717520256
101,-2.4881058,-0.9389864,67,1,1.079394495357723
8,3.9984872,-0.787943,68,1,1.074788573632079
79,0.7406668,4.074309,69,1,1.065532227714724
103,1.3627291,-3.2485087,70,1,1.065532227714724
196,-0.18370442,0.81254923,71,1,1.065532227714724
152,-2.2712193,-2.2299902,72,1,1.0421249104332058
162,-3.8086154,-0.6826534,73,1,1.0421249104332058
18,-1.4406998,-3.9987116,74,1,1.0326521885570688
19,-1.4531046,4.8531747,75,1,1.0326521885570688
191,-1.9696419,0.48139223,76,1,1.027891662024794
83,-0.24400827,-1.1555094,77,1,0.9989795180261147
11,2.3025157,4.1131363,78,1,0.9941010129233183
184,-2.7416704,0.12754694,79,1,0.9892049274510353
167,2.0951102,-1.5299252,80,1,0.9842910701683498
96,0.9521352,0.6290934,81,1,0.9793592461344303
123,2.257141,3.7748957,82,1,0.9493796190906671
99,2.9393313,2.1368608,83,1,0.9443162557253635
155,0.17987956,0.48123428,84,1,0.9443162557253635
38,-3.564002,-2.286623,85,1,0.9392332285910174
131,1.7624232,1.5635892,86,1,0.9392332285910174
164,-3.5267024,3.6590314,87,1,0.9392332285910174
145,-0.7748614,-4.3957353,88,1,0.9341303067974915
177,-2.3039532,-0.85921425,89,1,0.9290072549004793
35,-1.5789311,0.06602393,90,1,0.9238638327747444
51,0.16029772,-0.75473374,91,1,0.9083088707672529
160,-1.021883,-2.696516,92,1,0.9083088707672529
140,-2.30406,2.459564,93,1,0.897832419709903
141,0.70356923,-2.1078544,94,1,0.881952659195427
91,1.6993562,-1.5967494,95,1,0.8712527964791699
157,3.7560809,-0.50011814,96,1,0.8712527964791699
67,1.4968714,-1.1067742,97,1,0.8604594798568153
106,-0.4251323,-4.717359,98,1,0.8604594798568153
188,3.2037735,-1.2395043,99,1,0.8604594798568153
26,-1.0551863,3.0782144,100,1,0.8550270017958641
60,-0.82743347,2.658067,101,1,0.8550270017958641
150,3.6320896,-1.9152192,102,1,0.8550270017958641
49,-2.041153,-2.547658,103,1,0.8495702169812356
57,-1.1682945,-0.19367942,104,1,0.8440887961934869
142,-1.7004921,2.2183816,105,1,0.8440887961934869
146,-0.14927487,-0.3302599,106,1,0.8385824027136024
144,-2.2843845,3.616688,107,1,0.8274933118451533
64,-3.5867243,-0.9198366,108,1,0.8163000912037546
121,-0.10464553,-0.8046568,109,1,0.8049997510804827
125,-1.6396337,4.6659527,110,1,0.8049997510804827
21,-1.0689325,-4.809762,111,1,0.7993084373163981
32,2.6912615,3.6947007,112,1,0.7993084373163981
86,-1.238001,2.8448882,113,1,0.7878414904364472
30,-2.2725368,3.0543954,114,1,0.782065014074877
12,-1.4266297,-0.6493546,115,1,0.7762592891707525
116,0.31099495,-1.1441343,116,1,0.7762592891707525
45,-2.1256177,0.6351118,117,1,0.7704238668827641
129,1.6723084,-2.6853561,118,1,0.7645582867711025
76,-0.4379132,3.2134948,119,1,0.7586620763734631
130,-0.86458206,-0.53333384,120,1,0.7586620763734631
137,0.7315838,-0.1453829,121,1,0.7527347507609183
89,-0.68249804,-1.8653446,122,1,0.7467758120724672
37,0.6822373,-2.72634,123,1,0.7407847490270016
139,-1.4309947,3.4702713,124,1,0.7407847490270016
153,-3.7824163,-2.2564452,125,1,0.7407847490270016
197,-0.5355978,-0.7991525,126,1,0.7407847490270016
199,0.69824743,4.392528,127,1,0.7407847490270016
7,4.4310007,-0.8775594,128,1,0.7347610364113335
65,0.43144724,-0.55017453,129,1,0.7347610364113335
5,-3.610847,-0.8499411,130,1,0.7226134887051232
10,3.000626,-0.36607882,131,1,0.7226134887051232
2,4.8009872,0.7557585,132,1,0.7164885285551574
9,1.1959689,-2.0626955,133,1,0.7103286674998892
58,-1.1019306,0.31162256,134,1,0.7041333020406035
168,0.1742293,1.1983335,135,1,0.7041333020406035
183,-1.2611837,-1.7284123,136,1,0.7041333020406035
194,-0.70737815,-5.0,137,1,0.7041333020406035
3,-0.32228336,-1.5311228,138,1,0.6979018110828397
187,-1.7609844,-0.49765643,139,1,0.6979018110828397
28,-0.9495286,-2.613154,140,1,0.6853278759159045
13,-0.264076,2.9280145,141,1,0.6726015127156922
128,-2.4233394,1.580096,142,1,0.6726015127156922
29,2.1303098,-3.337989,143,1,0.666179408865575
169,2.0480883,-0.20144673,144,1,0.666179408865575
23,-1.820602,2.1680386,145,1,0.6597170398580847
93,-0.7830845,-1.9002271,146,1,0.6532136386995543
156,2.3759406,-1.6859671,147,1,0.6532136386995543
59,3.0107837,-2.062408,148,1,0.6400805475101967
73,-0.85999084,-0.8699694,149,1,0.6400805475101967
182,2.3685746,3.3137236,150,1,0.6400805475101967
124,-0.28481188,1.3096285,151,1,0.633449195606163
74,1.7626537,3.7100966,152,1,0.6267734853495772
104,-0.68400234,3.5270948,153,1,0.6267734853495772
185,-0.3124541,4.8210945,154,1,0.6267734853495772
48,-0.27189386,-2.813751,155,1,0.6200525144853367
195,1.187438,-0.41484764,156,1,0.6064710253614856
68,2.2938278,-3.0469108,157,1,0.5996085414052288
90,1.4594818,3.211152,158,1,0.592696862126268
84,0.63694257,1.6653433,159,1,0.5857349141018948
158,-0.08322042,-0.4528776,160,1,0.5857349141018948
102,2.805475,0.9567367,161,1,0.5787215842959985
192,-2.7427795,3.2641664,162,1,0.5787215842959985
53,0.19244762,2.511042,163,1,0.5645361165218065
6,0.59805655,-2.242257,164,1,0.5501306796541225
134,2.7397835,-3.8753319,165,1,0.5501306796541225
72,-2.1100945,2.9865475,166,1,0.5206167780831477
108,-0.44909558,1.1122797,167,1,0.5206167780831477
46,3.5642984,-3.3432703,168,1,0.5130832362749792
71,-3.549194,3.6696618,169,1,0.5054844653448873
95,0.05832183,-1.0915767,170,1,0.5054844653448873
159,0.05131179,-1.4572631,171,1,0.5054844653448873
171,2.4275627,-1.3199407,172,1,0.497818741009952
176,2.2720537,-1.702163,173,1,0.497818741009952
66,4.2978773,-0.83747864,174,1,0.4744014146742323
56,-2.8802416,2.1911256,175,1,0.46644901053991705
117,-1.9823442,-3.1708899,176,1,0.46644901053991705
34,4.5574155,-2.2503223,177,1,0.45841976622854175
163,4.5911384,0.63916826,178,1,0.45841976622854175
43,2.9771178,-3.970018,179,1,0.4503114103302225
50,0.29986885,-0.08627952,180,1,0.4421215572741823
135,2.9985301,-0.3853583,181,1,0.4421215572741823
16,-1.9382246,-3.0042143,182,1,0.43384769913070975
14,2.2141755,1.3770406,183,1,0.4254871966403051
63,0.9417692,-1.6731948,184,1,0.4254871966403051
41,3.7429404,-3.1333287,185,1,0.4084949849564057
47,3.7744157,-0.21496218,186,1,0.38228212692740937
111,-0.38202292,-4.3826914,187,1,0.38228212692740937
69,3.7686057,-0.86933434,188,1,0.3642833274381879
113,3.340493,-1.0906378,189,1,0.35511514343048833
70,-1.4499412,0.55975914,190,1,0.3458286455925522
33,1.4202116,3.075284,191,1,0.32688157955342734
55,0.16962692,4.7499638,192,1,0.3172106156275062
77,-0.1650692,-4.8575797,193,1,0.3172106156275062
88,-1.4629798,-2.0248258,194,1,0.30740047968166395
200,3.5221765,1.761649,195,1,0.29744498463142116
44,1.2258961,1.4993699,196,1,0.2452343575123809
20,-1.7821187,-1.9978285,197,1,0.23424620265525675
97,-0.23201849,4.8169656,198,1,0.23424620265525675
85,3.5884385,-1.9266783,199,1,0.22305260837302485
107,-0.556599,-0.30038974,200,1,0.2
