term,Category,Freq,Term,Total,loglift,logprob
3402,Topic4,54.880582563437315,몸매,154,0.9904421005092899,0.005810525431330979
2422,Topic4,74.12707421859564,눈빛,318,0.9827252338861774,0.005751600133275393
5863,Topic4,44.8724514663767,에이핑크,237,0.977634445072421,0.005402131127008697
5260,Topic4,54.95253414242339,시크,109,0.9947723721278491,0.005401936333453708
6701,Topic4,139.89039016291807,이번,7434,0.7821067500485326,0.005362122906077338
3413,Topic4,42.738026120941925,몽환적,88,0.9943731961324049,0.005152473239230115
6624,Topic4,53.574828428139455,의상,275,0.9783940511768989,0.005060262527008533
6696,Topic4,68.0520556927003,이미지,1089,0.9257890915274885,0.004675320247164793
5163,Topic4,72.19754204215243,스포츠,841,0.9461664248993499,0.004634469735970426
3300,Topic4,56.91593401980165,면모,265,0.9808399584258585,0.004613584757619627
6204,Topic4,65.89151537613613,완벽,532,0.963580106068917,0.004439668021515253
1784,Topic4,60.63208892791764,그녀,746,0.943043128142541,0.004261622177845168
4690,Topic4,70.58350271468987,선보,2623,0.8380716705209511,0.004258754299935722
1985,Topic4,156.75802643288088,기자,27189,0.5204553242276291,0.004229451804987947
7071,Topic4,94.20886915690721,자신,4096,0.8150201887372995,0.004179253720279681
5484,Topic4,43.70579521892677,아나운서,137,0.9887232558105485,0.004147571098691842
3362,Topic4,98.29664718666851,모습,4622,0.8026362012616032,0.004140348003874339
8379,Topic4,102.67368212436415,최근,4726,0.8060640574693131,0.004070804267125296
935,Topic4,50.21229384134624,강렬,352,0.9688858851700733,0.004024801128851322
9704,Topic4,49.687975274787874,후문,298,0.9739926869240636,0.003917448983291945
3929,Topic4,56.10473979668876,변신,629,0.9482633865347274,0.003911996800492031
6760,Topic4,31.961408859592567,이종석,127,0.9843605451132025,0.0037998558868366974
4079,Topic4,42.07699583172821,부드,256,0.9735536351394752,0.0037432148461651223
2163,Topic4,71.03924326371487,나라,1090,0.9288160349982706,0.003708891586647692
2242,Topic4,38.24920968456166,남성미,78,0.9944778050420172,0.0035605544881893957
5129,Topic4,53.17209236758305,스타일,617,0.9463805958541908,0.003543935520150558
5224,Topic4,52.16947021622322,시선,625,0.9445829780582319,0.003487802298060122
3526,Topic4,29.838560238391672,뮤지컬,264,0.9597568404337422,0.0033342624654525256
3016,Topic4,30.28332614559988,러블리,67,0.9935635154364444,0.0032320850193295675
9312,Topic4,70.99491244701463,한편,3393,0.7999902754449986,0.0032279198023837437
2247,Topic4,53.312524210906574,남자,2756,0.7868629236237017,0.003205903697668413
3361,Topic5,246.90053814329218,모술,267,0.9997674242501475,0.03889444468500745
6673,Topic5,152.4436975067485,이라크,191,0.9992777705624174,0.024406544419458207
6050,Topic5,156.22314189970194,영국,897,0.9866309718482023,0.019492742738720613
8349,Topic5,124.22637153860992,총리,385,0.9940371274077948,0.018617070589814644
7116,Topic5,63.763534474127084,작전,198,0.9940200667995165,0.009324374944804743
8742,Topic5,61.28735369544264,탈환,79,0.9991748040084617,0.009270060323502841
4239,Topic5,59.932252099129215,브렉시트,149,0.9957711481862691,0.00818461024065175
3046,Topic5,18.582285538533288,로이터,103,0.9871844916066767,0.007702538910867989
6725,Topic5,36.662717408426715,이슬람국가,66,0.9977185742186652,0.007264684206811437
6724,Topic5,28.679710310637663,이슬람,128,0.9902008240566881,0.005204240458065275
3281,Topic5,30.836517559636402,메이,108,0.9929000534063539,0.005127719946507679
9499,Topic5,44.41044740518719,현지시간,1447,0.9172205944436771,0.005112112572446637
1649,Topic5,45.70735575167463,국가,1505,0.9163932692909059,0.004524070832194776
